rule_id,rule_level,http_method_post,status_code,url_length,bytes_sent,has_sqli_token,has_xss_token,has_cmd_token,has_traversal,has_encoded_chars,source_is_external,requests_per_min,failed_logins,hour_of_day,is_off_hours,label,attack_type
31100,4,0,200,15,4474,0,0,0,0,0,0,0.23,0,11,0,0,benign
31100,1,1,301,94,4864,0,0,0,0,0,0,0.8,0,6,1,0,benign
31120,10,0,200,64,8675,0,0,0,0,0,1,2.47,0,19,1,1,file_inclusion
100100,12,0,200,50,7706,1,0,0,0,0,1,7.46,0,16,0,1,sql_injection
100101,10,0,500,53,13442,1,0,0,0,1,1,6.74,0,19,1,1,sql_injection
31101,1,1,200,15,2394,0,0,0,0,0,0,3.35,0,4,1,0,benign
0,3,1,200,23,1537,0,0,0,0,0,0,4.93,0,4,1,0,benign
31100,4,1,301,15,5004,0,0,0,0,0,0,3.84,0,23,1,0,benign
100140,11,0,500,64,11346,0,0,0,0,0,1,6.42,1,15,0,1,file_inclusion
100140,11,0,200,53,4728,0,0,1,1,0,1,2.24,1,13,0,1,file_inclusion
31101,4,0,200,15,2836,0,0,0,0,0,0,2.9,0,9,0,0,benign
31101,1,1,200,15,7167,0,0,0,0,0,0,3.51,0,4,1,0,benign
31108,13,1,200,51,4433,0,0,1,0,1,1,7.01,0,11,0,1,command_injection
31100,0,1,200,17,7608,0,0,0,0,0,0,4.84,0,10,0,0,benign
31108,14,1,200,51,10088,0,0,1,0,1,1,6.81,0,14,0,1,command_injection
31120,12,0,200,53,8315,0,0,1,1,0,0,3.06,0,20,1,1,file_inclusion
31101,0,0,200,97,1007,0,0,0,0,0,0,3.07,0,6,1,0,benign
100100,12,0,200,59,1365,1,0,0,0,1,1,3.84,1,14,0,1,sql_injection
31101,0,0,200,17,3808,0,0,0,0,0,0,3.31,0,0,1,0,benign
0,2,0,304,15,2686,0,0,0,0,0,0,4.38,1,18,0,0,benign
31108,11,1,200,62,6532,0,0,1,0,1,1,9.04,1,16,0,1,command_injection
31120,10,0,500,64,5915,0,0,0,0,0,1,1.84,0,6,1,1,file_inclusion
31101,0,1,200,15,4024,0,0,0,0,0,1,1.01,0,14,0,0,benign
100111,14,0,200,28,1756,0,0,0,0,0,1,158.19,276,21,1,1,brute_force
31101,8,0,302,81,5760,0,1,0,0,1,1,2.95,0,7,1,1,xss
31101,4,0,200,15,6218,0,0,0,0,0,0,2.66,0,18,0,0,benign
31120,10,0,500,53,13847,0,0,1,1,0,1,1.74,1,23,1,1,file_inclusion
31108,13,1,200,62,9420,0,0,1,0,1,0,5.18,0,13,0,1,command_injection
31100,4,1,200,17,2798,0,0,0,0,0,0,0.56,0,17,0,0,benign
31101,0,1,200,15,720,0,0,0,0,0,0,1.91,0,19,1,0,benign
100121,10,1,200,49,11353,0,1,0,0,0,1,3.61,1,17,0,1,xss
0,1,0,200,17,2823,0,0,0,0,0,0,4.24,0,9,0,0,benign
100120,11,1,302,49,3674,0,1,0,0,0,1,3.16,0,16,0,1,xss
100120,11,1,200,28,11598,0,0,0,0,0,1,0.68,1,14,0,1,xss
31100,0,1,304,17,2632,0,0,0,0,0,0,2.72,0,10,0,0,benign
31100,4,0,304,22,3667,0,0,0,0,0,0,3.66,0,23,1,0,benign
0,1,1,200,51,6558,0,0,0,0,0,0,1.26,0,7,1,0,benign
31120,12,0,500,64,7574,0,0,0,0,0,1,1.76,0,5,1,1,file_inclusion
5712,11,0,200,28,4581,0,0,0,0,0,1,291.96,154,3,1,1,brute_force
100130,13,1,200,51,4847,0,0,1,0,1,1,8.47,0,21,1,1,command_injection
100140,13,0,500,64,13435,0,0,0,0,0,1,3.83,1,23,1,1,file_inclusion
100140,12,0,500,64,6431,0,0,0,0,0,0,7.08,1,22,1,1,file_inclusion
31101,0,1,304,6,6484,0,0,0,0,0,1,2.18,1,18,0,0,benign
100140,11,0,500,64,11661,0,0,0,0,0,0,8.02,0,5,1,1,file_inclusion
31101,0,0,200,22,6826,0,0,0,0,0,0,0.13,1,22,1,0,benign
31101,2,0,200,15,5197,0,0,0,0,0,0,3.28,1,6,1,0,benign
0,1,0,301,15,2316,0,0,0,0,0,0,4.68,0,11,0,0,benign
100130,14,1,200,62,9351,0,0,1,0,1,1,8.02,0,12,0,1,command_injection
31120,13,0,500,64,5865,0,0,0,0,0,1,3.87,1,5,1,1,file_inclusion
31101,0,0,200,22,3544,0,0,0,0,0,0,0.32,0,20,1,0,benign
31100,4,1,200,17,5037,0,0,0,0,0,0,3.77,0,7,1,0,benign
100140,10,0,200,53,6995,0,0,1,1,0,1,4.66,0,8,0,1,file_inclusion
31101,3,0,301,22,5447,0,0,0,0,0,0,2.94,0,23,1,0,benign
100100,12,0,200,50,5433,1,0,0,0,0,1,6.37,1,12,0,1,sql_injection
31101,11,0,200,28,2140,0,0,0,0,0,1,2.83,1,17,0,1,xss
5712,12,0,200,28,6690,0,0,0,0,0,1,147.56,232,5,1,1,brute_force
0,2,0,301,15,6664,0,0,0,0,0,1,0.46,1,12,0,0,benign
31100,1,1,301,15,3763,0,0,0,0,0,0,2.62,0,2,1,0,benign
31101,1,1,200,15,5017,0,0,0,0,0,0,1.4,0,16,0,0,benign
31101,1,1,200,97,2389,0,0,0,0,0,0,1.53,0,5,1,0,benign
31100,4,0,200,15,6515,0,0,0,0,0,0,3.73,0,6,1,0,benign
0,2,0,200,15,7389,0,0,0,0,0,0,3.14,1,2,1,0,benign
0,0,1,200,22,4443,0,0,0,0,0,0,2.58,0,15,0,0,benign
0,1,0,200,25,2308,0,0,0,0,0,0,2.42,0,15,0,0,benign
0,1,0,200,6,4435,0,0,0,0,0,0,4.63,0,5,1,0,benign
0,1,1,200,15,4734,0,0,0,0,0,0,4.45,0,22,1,0,benign
0,2,1,200,51,3864,0,0,0,0,0,0,2.99,1,17,0,0,benign
0,3,0,200,6,5993,0,0,0,0,0,1,0.14,1,4,1,0,benign
0,0,0,301,23,896,0,0,0,0,0,0,0.34,0,15,0,0,benign
31120,12,0,200,64,5567,0,0,0,0,0,1,7.18,0,14,0,1,file_inclusion
31101,2,1,304,25,4419,0,0,0,0,0,0,2.15,0,19,1,0,benign
31100,2,1,304,23,5077,0,0,0,0,0,0,2.55,0,17,0,0,benign
31100,4,1,200,22,6802,0,0,0,0,0,0,3.67,0,1,1,0,benign
31101,4,0,200,22,700,0,0,0,0,0,0,1.65,0,23,1,0,benign
31100,0,0,301,23,5557,0,0,0,0,0,1,1.78,1,5,1,0,benign
0,2,1,200,86,6606,0,0,0,0,0,0,1.13,1,14,0,0,benign
100140,13,0,200,64,7735,0,0,0,0,0,1,7.39,0,15,0,1,file_inclusion
100100,12,0,200,53,11526,1,0,0,0,1,1,9.89,1,0,1,1,sql_injection
0,2,0,200,25,2813,0,0,0,0,0,0,3.76,0,7,1,0,benign
31101,0,1,301,15,4609,0,0,0,0,0,0,3.7,0,3,1,0,benign
31101,7,1,304,15,5755,0,0,0,0,0,1,2.89,0,14,0,0,benign
31101,0,0,200,22,2281,0,0,0,0,0,0,4.59,0,5,1,0,benign
31101,2,1,200,15,4129,0,0,0,0,0,1,4.31,1,7,1,0,benign
31101,3,0,200,15,3091,0,0,0,0,0,0,1.54,0,2,1,0,benign
31101,4,1,200,22,3573,0,0,0,0,0,0,1.82,0,22,1,0,benign
100140,10,0,200,53,1064,0,0,1,1,0,1,1.28,0,12,0,1,file_inclusion
31101,0,0,301,15,6125,0,0,0,0,0,0,3.04,0,7,1,0,benign
31103,13,0,500,59,9051,1,0,0,0,1,1,8.37,0,5,1,1,sql_injection
31100,0,0,200,15,1914,0,0,0,0,0,0,3.28,0,0,1,0,benign
31100,1,0,200,15,1823,0,0,0,0,0,0,1.92,0,17,0,0,benign
31100,1,1,301,15,6029,0,0,0,0,0,0,3.95,0,3,1,0,benign
31103,10,0,200,59,10391,1,0,0,0,1,1,2.77,0,19,1,1,sql_injection
31101,8,0,302,49,12438,0,1,0,0,0,1,6.89,1,17,0,1,xss
0,4,0,200,15,5722,0,0,0,0,0,0,1.96,0,14,0,0,benign
5712,13,0,200,28,7258,0,0,0,0,0,1,165.51,206,15,0,1,brute_force
31100,0,1,200,22,7011,0,0,0,0,0,0,0.41,0,21,1,0,benign
31100,1,0,301,15,3578,0,0,0,0,0,0,4.98,0,16,0,0,benign
31100,3,0,200,22,4430,0,0,0,0,0,0,3.3,1,23,1,0,benign
100120,12,0,302,28,7497,0,0,0,0,0,1,9.27,1,21,1,1,xss
31101,2,0,304,15,5503,0,0,0,0,0,0,2.84,0,17,0,0,benign
31100,3,1,200,15,939,0,0,0,0,0,0,1.24,0,20,1,0,benign
100121,12,0,200,49,9222,0,1,0,0,0,1,1.31,0,22,1,1,xss
31100,2,0,304,25,7301,0,0,0,0,0,0,0.64,0,20,1,0,benign
0,1,1,301,36,3979,0,0,0,0,0,0,0.5,0,13,0,0,benign
100100,13,0,200,57,9703,1,0,0,0,0,1,3.28,0,23,1,1,sql_injection
100130,12,1,200,62,1060,0,0,1,0,1,1,6.11,0,4,1,1,command_injection
31100,2,1,200,15,4222,0,0,0,0,0,0,2.13,1,6,1,0,benign
31101,3,0,200,15,2245,0,0,0,0,0,0,3.59,0,20,1,0,benign
31108,12,1,200,62,11387,0,0,1,0,1,1,0.72,1,10,0,1,command_injection
0,0,0,200,22,289,0,0,0,0,0,0,0.63,0,22,1,0,benign
0,1,1,200,22,3878,0,0,0,0,0,0,4.22,0,3,1,0,benign
31108,14,1,200,62,4971,0,0,1,0,1,1,3.37,0,0,1,1,command_injection
0,4,0,304,15,4843,0,0,0,0,0,0,4.06,1,12,0,0,benign
100111,11,0,200,28,1142,0,0,0,0,0,1,261.4,363,8,0,1,brute_force
100140,13,0,500,53,7045,0,0,1,1,0,1,0.77,1,3,1,1,file_inclusion
31101,1,0,200,23,884,0,0,0,0,0,1,4.26,0,13,0,0,benign
31101,0,0,200,15,335,0,0,0,0,0,0,2.66,1,0,1,0,benign
31100,1,1,200,15,5833,0,0,0,0,0,0,2.94,1,4,1,0,benign
31100,10,1,200,22,2224,0,0,0,0,0,0,2.42,0,15,0,0,benign
5712,12,0,200,28,7361,0,0,0,0,0,1,71.68,122,19,1,1,brute_force
0,1,1,200,52,3717,0,0,0,0,0,0,3.98,0,1,1,0,benign
31100,1,1,200,15,6043,0,0,0,0,0,0,3.18,1,14,0,0,benign
31101,9,1,302,81,8963,0,1,0,0,1,1,6.2,1,18,0,1,xss
31100,0,1,304,25,7778,0,0,0,0,0,0,0.84,0,1,1,0,benign
0,9,1,301,17,559,0,0,0,0,0,0,4.5,0,4,1,0,benign
31100,0,0,200,15,6660,0,0,0,0,0,0,1.77,0,11,0,0,benign
100121,12,0,200,49,2942,0,1,0,0,0,1,4.48,1,21,1,1,xss
0,4,1,200,23,2175,0,0,0,0,0,0,5.0,1,11,0,0,benign
100121,8,0,200,81,11969,0,1,0,0,1,1,7.27,1,21,1,1,xss
0,3,0,304,22,7443,0,0,0,0,0,0,0.42,1,6,1,0,benign
31101,2,1,200,6,4474,0,0,0,0,0,0,1.36,0,0,1,0,benign
0,2,1,200,6,994,0,0,0,0,0,0,1.11,0,20,1,0,benign
31101,3,0,200,23,1101,0,0,0,0,0,0,1.88,0,16,0,0,benign
31100,4,0,301,22,649,0,0,0,0,0,0,3.34,0,23,1,0,benign
100101,11,0,500,50,10487,1,0,0,0,0,0,8.14,0,0,1,1,sql_injection
31101,2,1,304,15,817,0,0,0,0,0,0,0.37,1,10,0,0,benign
0,3,1,301,15,1623,0,0,0,0,0,0,3.77,0,1,1,0,benign
100130,11,1,200,62,5865,0,0,1,0,1,1,8.19,0,6,1,1,command_injection
0,2,1,301,59,1918,0,0,0,0,0,0,4.0,0,12,0,0,benign
100130,11,1,200,62,1537,0,0,1,0,1,1,0.91,1,2,1,1,command_injection
31101,3,1,200,15,3332,0,0,0,0,0,0,0.98,0,4,1,0,benign
100101,13,0,200,57,10239,1,0,0,0,0,1,2.2,0,11,0,1,sql_injection
31100,0,0,200,22,6877,0,0,0,0,0,0,1.62,0,3,1,0,benign
31101,2,1,200,69,4730,0,0,0,0,0,0,0.14,0,0,1,0,benign
31101,2,1,200,23,5918,0,0,0,0,0,0,0.56,0,13,0,0,benign
31101,3,0,304,22,4585,0,0,0,0,0,0,1.73,0,16,0,0,benign
100120,7,0,302,49,11641,0,1,0,0,0,1,5.79,0,15,0,1,xss
100120,12,1,302,49,2114,0,1,0,0,0,1,8.16,0,15,0,1,xss
100140,11,0,200,53,13189,0,0,1,1,0,0,4.51,0,16,0,1,file_inclusion
31101,4,1,304,25,2185,0,0,0,0,0,1,3.62,0,10,0,0,benign
0,1,0,301,46,5960,0,0,0,0,0,0,3.76,1,15,0,0,benign
100130,13,1,200,51,3714,0,0,1,0,1,0,8.27,0,18,0,1,command_injection
31100,9,0,200,15,831,0,0,0,0,0,0,2.89,1,4,1,0,benign
0,0,0,301,25,5778,0,0,0,0,0,0,2.66,0,21,1,0,benign
31101,3,1,200,25,1589,0,0,0,0,0,0,2.77,0,17,0,0,benign
100130,12,1,200,51,11669,0,0,1,0,1,0,1.54,1,16,0,1,command_injection
31103,10,0,200,57,6555,1,0,0,0,0,1,3.13,0,11,0,1,sql_injection
31100,2,1,304,15,1242,0,0,0,0,0,0,3.24,0,11,0,0,benign
31101,4,0,200,23,6733,0,0,0,0,0,0,3.65,0,11,0,0,benign
31101,9,1,301,15,7334,0,0,0,0,0,0,4.68,1,9,0,0,benign
5712,14,0,200,28,11238,0,0,0,0,0,1,171.61,274,20,1,1,brute_force
31120,13,0,500,53,7016,0,0,1,1,0,1,9.87,0,12,0,1,file_inclusion
31101,2,0,200,15,7961,0,0,0,0,0,0,4.49,0,7,1,0,benign
31100,3,1,301,22,4794,0,0,0,0,0,0,1.5,0,12,0,0,benign
0,0,0,301,23,1393,0,0,0,0,0,0,1.24,0,23,1,0,benign
100110,12,0,200,28,5372,0,0,0,0,0,0,260.04,428,0,1,1,brute_force
31101,3,0,200,15,3108,0,0,0,0,0,1,4.73,0,12,0,0,benign
31103,13,0,500,59,5336,1,0,0,0,1,1,2.52,0,6,1,1,sql_injection
31120,12,0,200,64,7921,0,0,0,0,0,1,6.38,0,23,1,1,file_inclusion
0,2,0,200,23,7071,0,0,0,0,0,0,4.95,0,13,0,0,benign
31103,12,0,200,50,3339,1,0,0,0,0,1,7.03,1,21,1,1,sql_injection
100100,11,0,200,50,12110,1,0,0,0,0,1,9.55,0,21,1,1,sql_injection
5712,14,0,200,28,10055,0,0,0,0,0,1,171.7,347,0,1,1,brute_force
100130,11,1,200,62,10981,0,0,1,0,1,1,3.63,0,13,0,1,command_injection
31100,3,1,301,15,215,0,0,0,0,0,0,0.19,0,16,0,0,benign
31100,3,0,200,22,3668,0,0,0,0,0,0,3.7,0,21,1,0,benign
0,1,0,200,15,5100,0,0,0,0,0,0,2.14,0,17,0,0,benign
100120,8,1,302,81,3920,0,1,0,0,1,1,6.03,1,7,1,1,xss
31120,10,0,500,53,2576,0,0,1,1,0,1,5.0,1,7,1,1,file_inclusion
31120,12,0,200,53,12818,0,0,1,1,0,1,8.4,0,12,0,1,file_inclusion
100120,12,0,200,49,8181,0,1,0,0,0,1,7.32,0,21,1,1,xss
100101,10,0,200,50,5689,1,0,0,0,0,1,3.22,1,13,0,1,sql_injection
0,0,0,200,22,7387,0,0,0,0,0,0,1.16,1,6,1,0,benign
31101,1,0,200,15,3183,0,0,0,0,0,0,4.47,0,4,1,0,benign
100120,12,0,302,49,12294,0,1,0,0,0,1,3.36,0,5,1,1,xss
100130,12,1,200,51,7544,0,0,1,0,1,1,4.98,0,8,0,1,command_injection
0,1,0,200,15,2999,0,0,0,0,0,0,3.58,0,3,1,0,benign
31101,2,1,200,15,3384,0,0,0,0,0,0,3.66,0,10,0,0,benign
31100,2,1,200,68,5502,0,0,0,0,0,1,3.24,1,14,0,0,benign
100110,10,0,200,28,12520,0,0,0,0,0,1,96.83,449,8,0,1,brute_force
31101,1,0,200,22,1493,0,0,0,0,0,0,0.25,1,2,1,0,benign
31100,0,1,301,15,5602,0,0,0,0,0,1,0.49,0,11,0,0,benign
31100,1,1,304,15,5122,0,0,0,0,0,0,2.86,0,18,0,0,benign
100100,10,0,200,53,5390,1,0,0,0,1,1,7.06,1,3,1,1,sql_injection
31101,11,0,302,28,2986,0,0,0,0,0,1,7.11,1,4,1,1,xss
31101,0,0,304,15,2852,0,0,0,0,0,0,0.95,0,6,1,0,benign
0,2,0,301,15,2587,0,0,0,0,0,0,2.96,0,1,1,0,benign
31100,0,0,304,25,4523,0,0,0,0,0,0,1.66,1,12,0,0,benign
31108,13,1,200,51,2687,0,0,1,0,1,1,8.48,1,5,1,1,command_injection
100140,11,0,200,64,8263,0,0,0,0,0,1,9.24,0,8,0,1,file_inclusion
31108,13,1,200,62,6836,0,0,1,0,1,1,1.13,0,23,1,1,command_injection
31108,13,1,200,51,3073,0,0,1,0,1,1,5.05,1,3,1,1,command_injection
100120,5,0,302,81,3547,0,1,0,0,1,1,3.93,0,3,1,1,xss
0,4,0,301,17,3903,0,0,0,0,0,0,4.89,1,17,0,0,benign
100100,13,0,500,50,5236,1,0,0,0,0,1,8.93,0,14,0,1,sql_injection
31101,4,1,200,89,5872,0,0,0,0,0,0,3.04,0,20,1,0,benign
31101,1,1,304,17,6146,0,0,0,0,0,0,1.58,0,23,1,0,benign
100101,12,0,200,53,11168,1,0,0,0,1,1,3.94,0,8,0,1,sql_injection
31108,11,1,200,62,9391,0,0,1,0,1,1,5.97,0,17,0,1,command_injection
31108,12,1,200,51,6764,0,0,1,0,1,1,1.61,0,19,1,1,command_injection
31100,4,0,200,15,3916,0,0,0,0,0,0,0.8,0,9,0,0,benign
5712,10,0,200,28,10010,0,0,0,0,0,1,289.07,399,0,1,1,brute_force
31100,1,1,200,22,7458,0,0,0,0,0,0,4.23,1,12,0,0,benign
100140,10,0,500,53,8281,0,0,1,1,0,1,1.13,0,4,1,1,file_inclusion
31101,2,0,301,15,8000,0,0,0,0,0,0,1.87,0,21,1,0,benign
100110,13,0,200,28,1398,0,0,0,0,0,1,73.01,101,7,1,1,brute_force
31100,1,1,301,91,3305,0,0,0,0,0,0,1.93,0,16,0,0,benign
0,1,0,301,15,5149,0,0,0,0,0,0,0.52,0,7,1,0,benign
100110,14,0,200,28,9028,0,0,0,0,0,1,251.63,247,4,1,1,brute_force
31100,1,1,301,15,7296,0,0,0,0,0,0,2.16,0,12,0,0,benign
31101,10,1,301,15,1138,0,0,0,0,0,0,4.56,1,6,1,0,benign
0,3,0,304,22,6726,0,0,0,0,0,0,4.48,0,22,1,0,benign
100111,13,0,200,28,9275,0,0,0,0,0,0,124.99,374,12,0,1,brute_force
31101,0,1,200,22,6605,0,0,0,0,0,0,2.19,0,7,1,0,benign
31101,4,0,304,17,5452,0,0,0,0,0,0,3.65,1,1,1,0,benign
31100,3,1,301,22,898,0,0,0,0,0,0,4.23,0,16,0,0,benign
0,4,0,301,23,2599,0,0,0,0,0,0,2.72,0,16,0,0,benign
0,3,0,200,15,6579,0,0,0,0,0,0,4.7,0,22,1,0,benign
0,10,0,200,15,7243,0,0,0,0,0,0,2.92,0,18,0,0,benign
31100,2,0,301,25,6868,0,0,0,0,0,0,4.17,0,10,0,0,benign
100101,12,0,200,59,1540,1,0,0,0,1,1,0.9,1,17,0,1,sql_injection
31100,1,1,301,15,5963,0,0,0,0,0,0,4.68,1,13,0,0,benign
5712,13,0,200,28,4431,0,0,0,0,0,1,241.0,260,18,0,1,brute_force
31120,11,0,200,64,10373,0,0,0,0,0,1,8.46,0,13,0,1,file_inclusion
100130,11,1,200,62,11540,0,0,1,0,1,1,2.13,0,23,1,1,command_injection
100110,14,0,200,28,1554,0,0,0,0,0,1,139.85,439,1,1,1,brute_force
31101,10,0,200,62,3458,0,0,0,0,0,0,2.2,0,10,0,0,benign
100100,13,0,200,50,3565,1,0,0,0,0,1,0.54,0,0,1,1,sql_injection
31100,3,0,304,15,3489,0,0,0,0,0,0,1.75,0,2,1,0,benign
5712,11,0,200,28,4967,0,0,0,0,0,1,166.11,105,9,0,1,brute_force
100111,14,0,200,28,12961,0,0,0,0,0,1,117.62,296,21,1,1,brute_force
31101,2,0,200,22,2580,0,0,0,0,0,0,4.07,0,15,0,0,benign
100111,14,0,200,28,503,0,0,0,0,0,1,296.86,31,8,0,1,brute_force
31100,4,0,304,6,7496,0,0,0,0,0,0,2.14,1,3,1,0,benign
31100,1,0,200,15,5435,0,0,0,0,0,0,4.4,0,18,0,0,benign
31100,1,1,200,15,3104,0,0,0,0,0,0,1.16,0,3,1,0,benign
5712,12,0,200,28,5384,0,0,0,0,0,1,255.35,163,13,0,1,brute_force
31103,13,0,500,57,2463,1,0,0,0,0,1,5.1,0,18,0,1,sql_injection
100100,12,0,200,50,1415,1,0,0,0,0,1,3.65,0,23,1,1,sql_injection
31101,4,1,200,6,3511,0,0,0,0,0,0,5.0,0,2,1,0,benign
31100,0,0,200,6,5693,0,0,0,0,0,1,0.24,0,6,1,0,benign
31100,1,1,304,15,6740,0,0,0,0,0,0,2.88,1,4,1,0,benign
31100,1,0,200,15,4208,0,0,0,0,0,0,1.23,0,23,1,0,benign
0,4,0,200,67,7533,0,0,0,0,0,0,1.38,1,22,1,0,benign
31108,13,1,200,51,2884,0,0,1,0,1,1,3.97,0,7,1,1,command_injection
31100,1,0,200,6,7624,0,0,0,0,0,0,2.1,0,10,0,0,benign
31101,7,1,200,15,1873,0,0,0,0,0,0,3.61,0,5,1,0,benign
100110,13,0,200,28,10203,0,0,0,0,0,1,108.74,190,13,0,1,brute_force
31100,0,1,200,15,5308,0,0,0,0,0,0,0.5,1,21,1,0,benign
31100,0,1,200,17,2121,0,0,0,0,0,0,0.16,0,11,0,0,benign
31120,10,0,500,53,2218,0,0,1,1,0,1,5.6,1,12,0,1,file_inclusion
31101,10,0,304,6,7431,0,0,0,0,0,0,1.27,1,22,1,0,benign
31120,13,0,200,53,5859,0,0,1,1,0,1,3.52,0,15,0,1,file_inclusion
0,2,0,200,92,7805,0,0,0,0,0,0,3.27,1,21,1,0,benign
0,2,1,304,55,7014,0,0,0,0,0,0,1.87,0,17,0,0,benign
100121,8,0,302,28,7423,0,0,0,0,0,1,4.26,0,9,0,1,xss
100100,10,0,200,57,2089,1,0,0,0,0,1,4.45,0,14,0,1,sql_injection
31101,3,1,200,15,2080,0,0,0,0,0,0,1.57,0,3,1,0,benign
100130,13,1,200,51,7688,0,0,1,0,1,1,1.14,1,7,1,1,command_injection
100121,9,0,302,28,12298,0,0,0,0,0,1,5.95,0,2,1,1,xss
31120,13,0,200,64,8006,0,0,0,0,0,0,0.98,0,7,1,1,file_inclusion
31103,14,0,500,50,9695,1,0,0,0,0,1,5.44,1,4,1,1,sql_injection
31101,4,1,200,22,7631,0,0,0,0,0,0,1.57,0,10,0,0,benign
31101,0,0,200,15,7684,0,0,0,0,0,0,0.33,1,8,0,0,benign
31100,1,0,200,17,7920,0,0,0,0,0,0,3.49,1,10,0,0,benign
100121,11,0,200,49,14263,0,1,0,0,0,1,8.39,0,21,1,1,xss
31108,13,1,200,51,3412,0,0,1,0,1,1,7.16,1,6,1,1,command_injection
31101,3,0,200,15,6857,0,0,0,0,0,0,0.74,1,16,0,0,benign
31108,12,1,200,62,4346,0,0,1,0,1,1,9.52,0,12,0,1,command_injection
31101,3,1,304,23,6709,0,0,0,0,0,0,1.87,0,23,1,0,benign
31100,4,1,304,15,6684,0,0,0,0,0,0,1.62,1,3,1,0,benign
0,2,1,200,22,680,0,0,0,0,0,0,2.56,0,23,1,0,benign
31101,0,1,200,15,3202,0,0,0,0,0,0,0.43,0,13,0,0,benign
0,0,0,304,23,2570,0,0,0,0,0,0,3.28,0,14,0,0,benign
31100,0,1,200,48,6959,0,0,0,0,0,0,4.9,0,2,1,0,benign
0,3,0,301,22,6953,0,0,0,0,0,0,2.62,0,4,1,0,benign
5712,13,0,200,28,8566,0,0,0,0,0,1,244.16,422,13,0,1,brute_force
31101,0,1,200,22,5112,0,0,0,0,0,0,0.88,1,21,1,0,benign
100140,13,0,500,64,1049,0,0,0,0,0,1,8.56,0,3,1,1,file_inclusion
31101,3,0,200,22,3025,0,0,0,0,0,0,1.61,1,14,0,0,benign
0,2,0,301,15,2079,0,0,0,0,0,0,3.81,0,2,1,0,benign
100101,13,0,200,59,8572,1,0,0,0,1,0,7.3,0,21,1,1,sql_injection
31101,3,1,200,17,226,0,0,0,0,0,0,4.53,0,13,0,0,benign
31100,4,1,301,22,7280,0,0,0,0,0,1,3.14,1,18,0,0,benign
100101,8,0,200,59,9093,1,0,0,0,1,1,6.99,0,5,1,1,sql_injection
31103,10,0,500,59,5125,1,0,0,0,1,1,7.33,0,11,0,1,sql_injection
31101,4,0,200,23,2744,0,0,0,0,0,0,2.48,0,16,0,0,benign
100120,10,1,200,28,9668,0,0,0,0,0,1,7.25,1,3,1,1,xss
0,4,1,200,25,1348,0,0,0,0,0,0,3.4,0,10,0,0,benign
31101,0,0,301,15,1624,0,0,0,0,0,0,1.16,0,22,1,0,benign
31100,4,1,200,22,4966,0,0,0,0,0,0,1.5,1,23,1,0,benign
0,4,0,304,15,7390,0,0,0,0,0,0,1.16,0,6,1,0,benign
31108,12,1,200,51,4560,0,0,1,0,1,1,4.29,0,10,0,1,command_injection
100120,8,1,200,81,9651,0,1,0,0,1,1,7.82,0,11,0,1,xss
31100,4,0,200,23,7567,0,0,0,0,0,0,2.86,0,6,1,0,benign
31100,3,0,200,6,2814,0,0,0,0,0,0,2.78,0,23,1,0,benign
31101,4,1,200,15,2227,0,0,0,0,0,0,1.33,0,17,0,0,benign
31101,0,1,200,25,5399,0,0,0,0,0,0,0.48,0,11,0,0,benign
0,3,0,301,23,1589,0,0,0,0,0,0,1.2,0,10,0,0,benign
31100,1,1,200,15,470,0,0,0,0,0,0,4.32,0,17,0,0,benign
100130,11,1,200,62,13072,0,0,1,0,1,0,6.21,0,13,0,1,command_injection
0,4,0,301,15,3680,0,0,0,0,0,0,3.09,1,1,1,0,benign
100130,11,1,200,62,13678,0,0,1,0,1,1,2.88,0,12,0,1,command_injection
31101,10,0,302,28,4572,0,0,0,0,0,1,7.49,1,16,0,1,xss
31108,11,1,200,62,13952,0,0,1,0,1,1,3.8,0,4,1,1,command_injection
31120,13,0,200,53,14061,0,0,1,1,0,1,8.98,0,5,1,1,file_inclusion
0,0,1,200,15,6706,0,0,0,0,0,0,0.39,0,9,0,0,benign
31100,1,0,200,15,4149,0,0,0,0,0,0,0.47,1,5,1,0,benign
0,1,1,200,17,966,0,0,0,0,0,0,0.86,0,1,1,0,benign
31101,1,1,200,15,3964,0,0,0,0,0,0,3.7,0,21,1,0,benign
31100,8,0,200,15,529,0,0,0,0,0,0,2.03,0,10,0,0,benign
31101,2,0,200,22,2287,0,0,0,0,0,0,2.21,0,11,0,0,benign
0,3,1,200,15,5437,0,0,0,0,0,0,1.85,0,2,1,0,benign
100140,13,0,500,64,2036,0,0,0,0,0,0,7.62,0,6,1,1,file_inclusion
100120,11,1,200,28,14027,0,0,0,0,0,1,1.31,0,22,1,1,xss
31101,4,0,304,100,6979,0,0,0,0,0,0,1.04,0,1,1,0,benign
100121,9,1,302,49,6013,0,1,0,0,0,0,2.58,0,15,0,1,xss
100130,12,1,200,51,2622,0,0,1,0,1,1,7.98,0,12,0,1,command_injection
31100,3,1,200,17,2959,0,0,0,0,0,0,3.0,0,7,1,0,benign
31101,3,1,304,15,575,0,0,0,0,0,0,4.46,0,16,0,0,benign
100121,9,1,302,49,4496,0,1,0,0,0,1,1.79,1,19,1,1,xss
31101,3,0,304,22,4575,0,0,0,0,0,0,4.54,0,9,0,0,benign
31100,3,1,304,25,5740,0,0,0,0,0,0,2.43,0,21,1,0,benign
